YR,M,D,hh,mm,1MIN,6MIN,ALTERNATE,PREDICTED,RESIDUAL
2011,03,07,19,53,1.30,,,,
2011,03,07,19,54,1.32,1.31,,,
2011,03,07,19,55,1.32,,,,
2011,03,07,19,56,1.32,,,,
2011,03,07,19,57,1.32,,,,
2011,03,07,19,58,1.35,,,,
2011,03,07,19,59,1.35,,,,
2011,03,07,20,00,1.34,1.34,,,
2011,03,07,20,01,1.30,,,,
2011,03,07,20,02,1.27,,,,
2011,03,07,20,03,1.30,,,,
2011,03,07,20,04,1.32,,,,
2011,03,07,20,05,1.32,,,,
2011,03,07,20,06,1.33,1.33,,,
2011,03,07,20,07,1.35,,,,
2011,03,07,20,08,1.33,,,,
2011,03,07,20,09,1.34,,,,
2011,03,07,20,10,1.32,,,,
2011,03,07,20,11,1.32,,,,
2011,03,07,20,12,1.31,1.31,,,
2011,03,07,20,13,1.31,,,,
2011,03,07,20,14,1.33,,,,
2011,03,07,20,15,1.35,,,,
2011,03,07,20,16,1.34,,,,
2011,03,07,20,17,1.33,,,,
2011,03,07,20,18,1.32,1.33,,,
2011,03,07,20,19,1.31,,,,
2011,03,07,20,20,1.33,,,,
2011,03,07,20,21,1.33,,,,
2011,03,07,20,22,1.34,,,,
2011,03,07,20,23,1.34,,,,
2011,03,07,20,24,1.34,1.34,,,
2011,03,07,20,25,1.34,,,,
2011,03,07,20,26,1.33,,,,
2011,03,07,20,27,1.32,,,,
2011,03,07,20,28,1.33,,,,
2011,03,07,20,29,1.31,,,,
2011,03,07,20,30,1.31,1.32,,,
2011,03,07,20,31,1.35,,,,
2011,03,07,20,32,1.37,,,,
2011,03,07,20,33,1.35,,,,
2011,03,07,20,34,1.36,,,,
2011,03,07,20,35,1.36,,,,
2011,03,07,20,36,1.35,1.35,,,
2011,03,07,20,37,1.35,,,,
2011,03,07,20,38,1.34,,,,
2011,03,07,20,39,1.32,,,,
2011,03,07,20,40,1.33,,,,
2011,03,07,20,41,1.34,,,,
2011,03,07,20,42,1.34,1.34,,,
2011,03,07,20,43,1.35,,,,
2011,03,07,20,44,1.36,,,,
2011,03,07,20,45,1.31,,,,
2011,03,07,20,46,1.31,,,,
2011,03,07,20,47,1.31,,,,
2011,03,07,20,48,1.31,1.32,,,
2011,03,07,20,49,1.32,,,,
2011,03,07,20,50,1.33,,,,
2011,03,07,20,51,1.36,,,,
2011,03,07,20,52,1.34,,,,
2011,03,07,20,53,1.34,,,,
2011,03,07,20,54,1.35,1.34,,,
2011,03,07,20,55,1.32,,,,
