YR,M,D,hh,mm,1MIN,6MIN,ALTERNATE,PREDICTED,RESIDUAL
2011,03,07,20,46,1.31,,,,
2011,03,07,20,47,1.31,,,,
2011,03,07,20,48,1.32,1.32,1.32,,
2011,03,07,20,49,1.32,,,,
2011,03,07,20,50,1.32,,,,
2011,03,07,20,51,1.32,,,,
2011,03,07,20,52,1.34,,,,
2011,03,07,20,53,1.33,,,,
2011,03,07,20,54,1.33,1.34,1.35,,
2011,03,07,20,55,1.14,,,,
2011,03,07,20,56,1.14,,,,
2011,03,07,20,57,1.14,,,,
2011,03,07,20,58,1.13,,,,
2011,03,07,20,59,1.14,,,,
2011,03,07,21,00,1.12,1.34,1.35,,
2011,03,07,21,01,1.34,,,,
2011,03,07,21,02,1.33,,,,
2011,03,07,21,03,1.33,,,,
2011,03,07,21,04,1.34,,,,
2011,03,07,21,05,1.33,,,,
2011,03,07,21,06,1.34,1.33,1.33,,
2011,03,07,21,07,1.33,,,,
2011,03,07,21,08,1.34,,,,
2011,03,07,21,09,1.32,,,,
2011,03,07,21,10,1.34,,,,
2011,03,07,21,11,1.33,,,,
2011,03,07,21,12,1.33,1.34,1.33,,
2011,03,07,21,13,1.34,,,,
2011,03,07,21,14,1.34,,,,
2011,03,07,21,15,1.33,,,,
2011,03,07,21,16,1.34,,,,
2011,03,07,21,17,1.33,,,,
2011,03,07,21,18,1.34,1.34,1.33,,
2011,03,07,21,19,1.33,,,,
2011,03,07,21,20,1.34,,,,
2011,03,07,21,21,1.33,,,,
2011,03,07,21,22,1.34,,,,
2011,03,07,21,23,1.32,,,,
2011,03,07,21,24,1.33,1.32,1.33,,
2011,03,07,21,25,1.32,,,,
2011,03,07,21,26,1.32,,,,
2011,03,07,21,27,1.33,,,,
2011,03,07,21,28,1.32,,,,
2011,03,07,21,29,1.33,,,,
2011,03,07,21,30,1.32,1.33,1.33,,
2011,03,07,21,31,1.33,,,,
2011,03,07,21,32,1.32,,,,
2011,03,07,21,33,1.33,,,,
2011,03,07,21,34,1.32,,,,
2011,03,07,21,35,1.33,,,,
2011,03,07,21,36,1.33,1.33,1.33,,
2011,03,07,21,37,1.33,,,,
2011,03,07,21,38,1.33,,,,
